2019M11;2019M10;2019M09;2019M08;2019M07;2019M06;2019M05;2019M04;2019M03;2019M02;2019M01;2018M12;2018M11;2018M10;2018M09;2018M08;2018M07;2018M06;2018M05;2018M04;2018M03;2018M02;2018M01;2017M12;2017M11;2017M10;2017M09;2017M08;2017M07;2017M06;2017M05;2017M04;2017M03;2017M02;2017M01;2016M12;2016M11;2016M10;2016M09;2016M08;2016M07;2016M06;2016M05;2016M04;2016M03;2016M02;2016M01;2015M12;2015M11;2015M10;2015M09;2015M08;2015M07;2015M06;2015M05;2015M04;2015M03;2015M02;2015M01;2014M12;2014M11;2014M10;2014M09;2014M08;2014M07;2014M06;2014M05;2014M04;2014M03;2014M02;2014M01;2013M12;2013M11;2013M10;2013M09;2013M08;2013M07;2013M06;2013M05;2013M04;2013M03;2013M02;2013M01;2012M12;2012M11;2012M10;2012M09;2012M08;2012M07;2012M06;2012M05;2012M04;2012M03;2012M02;2012M01;2011M12;2011M11;2011M10;2011M09;2011M08;2011M07;2011M06;2011M05;2011M04;2011M03;2011M02;2011M01;2010M12;2010M11;2010M10;2010M09;2010M08;2010M07;2010M06;2010M05;2010M04;2010M03;2010M02;2010M01;2009M12;2009M11;2009M10;2009M09;2009M08;2009M07;2009M06;2009M05;2009M04;2009M03;2009M02;2009M01;2008M12;2008M11;2008M10;2008M09;2008M08;2008M07;2008M06;2008M05;2008M04;2008M03;2008M02;2008M01;2007M12;2007M11;2007M10;2007M09;2007M08;2007M07;2007M06;2007M05;2007M04;2007M03;2007M02;2007M01;2006M12;2006M11;2006M10;2006M09;2006M08;2006M07;2006M06;2006M05;2006M04;2006M03;2006M02;2006M01;2005M12;2005M11;2005M10;2005M09;2005M08;2005M07;2005M06;2005M05;2005M04;2005M03;2005M02;2005M01;2004M12;2004M11;2004M10;2004M09;2004M08;2004M07;2004M06;2004M05;2004M04;2004M03;2004M02;2004M01;2003M12;2003M11;2003M10;2003M09;2003M08;2003M07;2003M06;2003M05;2003M04;2003M03;2003M02;2003M01;2002M12;2002M11;2002M10;2002M09;2002M08;2002M07;2002M06;2002M05;2002M04;2002M03;2002M02;2002M01;
108,464;114,592;106,408;85,929;114,698;106,514;114,570;103,201;110,276;104,141;107,589;92,975;108,957;113,554;103,342;86,762;110,835;108,622;112,755;105,317;110,466;104,060;105,313;97,039;112,676;109,454;106,461;85,885;106,997;111,016;111,422;94,761;114,687;101,270;101,932;94,060;107,601;102,547;106,291;83,680;104,111;106,302;104,970;106,318;104,907;102,680;95,367;94,170;102,661;103,853;105,414;79,079;112,937;107,401;102,541;97,291;105,904;96,267;92,481;91,044;96,792;104,017;101,473;75,341;106,527;99,994;101,235;94,962;100,861;95,181;94,691;88,283;97,084;103,111;97,955;77,203;105,375;97,313;100,614;97,041;93,328;92,564;94,953;84,802;97,218;101,949;94,534;80,732;104,414;102,102;103,709;91,362;104,142;101,418;98,518;94,424;105,451;102,537;107,996;83,693;109,265;110,222;108,984;99,119;116,080;104,976;101,206;100,722;114,550;107,699;109,222;81,060;113,788;112,900;109,222;104,274;115,691;102,498;97,297;100,342;110,744;111,632;110,490;78,396;116,452;109,349;103,894;101,230;108,334;104,528;102,372;101,864;115,311;127,996;126,601;87,656;140,174;127,616;133,705;141,316;125,205;138,018;135,607;121,273;141,189;145,756;132,817;99,073;142,838;143,219;146,009;126,220;147,785;132,943;136,749;121,019;142,331;138,398;134,593;96,790;136,749;143,092;141,316;120,131;146,263;129,011;128,250;120,004;137,383;129,772;133,831;93,999;131,929;136,495;132,436;132,563;130,153;123,937;119,624;118,228;135,988;129,772;133,451;90,320;136,622;136,622;132,055;123,556;139,286;125,205;118,609;116,579;129,899;139,413;128,123;85,373;136,369;129,011;128,504;122,288;129,772;122,922;122,288;112,012;128,757;138,525;125,332;86,768;133,705;123,683;130,280;128,250;118,228;120,512;122,541;
